1,2,3,4
-0.006266127,-0.007750058,-0.002326496,0.005114416
-0.006266094,-0.007750023,-0.002326413,0.005114304
-0.006266059,-0.007749985,-0.002326328,0.005114189
-0.006266021,-0.007749947,-0.00232624,0.005114071
-0.006265981,-0.007749906,-0.002326149,0.005113949
-0.00626594,-0.007749864,-0.002326055,0.005113824
-0.006265897,-0.00774982,-0.002325957,0.005113696
-0.006265852,-0.007749775,-0.002325856,0.005113564
-0.006265805,-0.007749727,-0.002325751,0.005113428
-0.006265756,-0.007749677,-0.002325643,0.005113288
-0.006265705,-0.007749625,-0.00232553,0.005113144
-0.006265652,-0.007749572,-0.002325414,0.005112996
-0.006265597,-0.007749515,-0.002325295,0.005112844
-0.00626554,-0.007749457,-0.00232517,0.005112687
-0.00626548,-0.007749396,-0.002325042,0.005112526
-0.006265418,-0.007749332,-0.002324909,0.00511236
-0.006265354,-0.007749266,-0.002324772,0.005112189
-0.006265287,-0.007749197,-0.00232463,0.005112013
-0.006265217,-0.007749126,-0.002324483,0.005111832
-0.006265144,-0.007749051,-0.002324331,0.005111646
-0.006265069,-0.007748973,-0.002324174,0.005111455
-0.006264991,-0.007748892,-0.002324011,0.005111258
-0.006264909,-0.007748807,-0.002323843,0.005111055
-0.006264824,-0.007748719,-0.00232367,0.005110847
-0.006264736,-0.007748628,-0.00232349,0.005110632
-0.006264644,-0.007748532,-0.002323305,0.005110412
-0.006264549,-0.007748433,-0.002323113,0.005110185
-0.00626445,-0.007748329,-0.002322915,0.005109952
-0.006264347,-0.007748221,-0.002322711,0.005109713
-0.006264239,-0.007748109,-0.0023225,0.005109466
-0.006264128,-0.007747992,-0.002322281,0.005109213
-0.006264012,-0.007747871,-0.002322056,0.005108952
-0.006263891,-0.007747744,-0.002321822,0.005108684
-0.006263766,-0.007747612,-0.002321582,0.005108409
-0.006263636,-0.007747475,-0.002321333,0.005108126
-0.006263501,-0.007747332,-0.002321077,0.005107835
-0.00626336,-0.007747183,-0.002320811,0.005107537
-0.006263214,-0.007747028,-0.002320538,0.005107229
-0.006263062,-0.007746867,-0.002320255,0.005106914
-0.006262904,-0.007746699,-0.002319964,0.00510659
-0.00626274,-0.007746525,-0.002319662,0.005106256
-0.006262569,-0.007746343,-0.002319352,0.005105914
-0.006262392,-0.007746154,-0.002319031,0.005105563
-0.006262208,-0.007745957,-0.0023187,0.005105202
-0.006262016,-0.007745752,-0.002318359,0.005104831
-0.006261817,-0.007745539,-0.002318006,0.00510445
-0.006261611,-0.007745317,-0.002317643,0.005104059
-0.006261396,-0.007745087,-0.002317268,0.005103657
-0.006261173,-0.007744846,-0.002316881,0.005103245
-0.006260941,-0.007744597,-0.002316482,0.005102821
-0.006260701,-0.007744337,-0.002316071,0.005102386
-0.006260451,-0.007744067,-0.002315647,0.00510194
-0.006260191,-0.007743786,-0.002315209,0.005101482
-0.006259922,-0.007743493,-0.002314759,0.005101012
-0.006259642,-0.007743189,-0.002314294,0.00510053
-0.006259351,-0.007742873,-0.002313815,0.005100035
-0.006259049,-0.007742544,-0.00231332,0.005099527
-0.006258736,-0.007742202,-0.002312812,0.005099006
-0.00625841,-0.007741846,-0.002312288,0.005098471
-0.006258073,-0.007741476,-0.002311747,0.005097922
-0.006257722,-0.007741091,-0.00231119,0.00509736
-0.006257358,-0.007740691,-0.002310617,0.005096783
-0.00625698,-0.007740276,-0.002310026,0.005096191
-0.006256588,-0.007739843,-0.002309418,0.005095584
-0.006256181,-0.007739394,-0.002308792,0.005094961
-0.006255758,-0.007738927,-0.002308146,0.005094323
-0.00625532,-0.007738442,-0.002307482,0.005093669
-0.006254865,-0.007737937,-0.002306798,0.005092998
-0.006254393,-0.007737413,-0.002306094,0.005092311
-0.006253903,-0.007736868,-0.00230537,0.005091606
-0.006253395,-0.007736301,-0.002304625,0.005090884
-0.006252868,-0.007735713,-0.002303857,0.005090144
-0.006252321,-0.007735102,-0.002303068,0.005089385
-0.006251754,-0.007734466,-0.002302255,0.005088608
-0.006251165,-0.007733806,-0.00230142,0.005087812
-0.006250555,-0.007733121,-0.002300561,0.005086997
-0.006249923,-0.007732409,-0.002299677,0.005086161
-0.006249267,-0.007731669,-0.002298768,0.005085306
-0.006248586,-0.007730901,-0.002297833,0.005084429
-0.006247881,-0.007730103,-0.002296872,0.005083532
-0.00624715,-0.007729275,-0.002295885,0.005082613
-0.006246392,-0.007728414,-0.002294869,0.005081673
-0.006245606,-0.007727521,-0.002293826,0.00508071
-0.006244792,-0.007726593,-0.002292754,0.005079724
-0.006243948,-0.00772563,-0.002291652,0.005078715
-0.006243074,-0.007724631,-0.00229052,0.005077682
-0.006242167,-0.007723593,-0.002289358,0.005076625
-0.006241228,-0.007722516,-0.002288163,0.005075544
-0.006240256,-0.007721399,-0.002286936,0.005074437
-0.006239248,-0.007720239,-0.002285677,0.005073305
-0.006238204,-0.007719035,-0.002284385,0.005072147
-0.006237123,-0.007717786,-0.002283057,0.005070962
-0.006236003,-0.00771649,-0.002281694,0.005069751
-0.006234843,-0.007715146,-0.002280296,0.005068512
-0.006233642,-0.007713751,-0.002278861,0.005067245
-0.006232399,-0.007712304,-0.002277388,0.005065949
-0.006231111,-0.007710804,-0.002275877,0.005064625
-0.006229779,-0.007709248,-0.002274328,0.005063271
-0.006228399,-0.007707634,-0.002272738,0.005061887
-0.006226972,-0.007705961,-0.002271108,0.005060473
-0.006225494,-0.007704227,-0.002269436,0.005059027
-0.006223965,-0.007702428,-0.002267723,0.00505755
-0.006222383,-0.007700564,-0.002265966,0.005056041
-0.006220746,-0.007698632,-0.002264166,0.005054499
-0.006219053,-0.007696629,-0.002262321,0.005052924
-0.006217301,-0.007694553,-0.002260429,0.005051315
-0.00621549,-0.007692403,-0.002258492,0.005049672
-0.006213616,-0.007690174,-0.002256508,0.005047994
-0.006211679,-0.007687866,-0.002254475,0.00504628
-0.006209676,-0.007685475,-0.002252394,0.005044531
-0.006207605,-0.007682998,-0.002250262,0.005042745
-0.006205464,-0.007680433,-0.00224808,0.005040921
-0.006203252,-0.007677776,-0.002245847,0.005039061
-0.006200965,-0.007675025,-0.00224356,0.005037161
-0.006198602,-0.007672177,-0.00224122,0.005035223
-0.006196161,-0.007669229,-0.002238827,0.005033245
-0.006193638,-0.007666177,-0.002236378,0.005031228
-0.006191033,-0.007663019,-0.002233872,0.005029169
-0.006188342,-0.00765975,-0.00223131,0.00502707
-0.006185563,-0.007656368,-0.00222869,0.005024928
-0.006182693,-0.007652869,-0.002226011,0.005022744
-0.00617973,-0.007649249,-0.002223273,0.005020517
-0.006176671,-0.007645505,-0.002220473,0.005018247
-0.006173514,-0.007641632,-0.002217613,0.005015932
-0.006170255,-0.007637628,-0.00221469,0.005013572
-0.006166893,-0.007633488,-0.002211704,0.005011167
-0.006163423,-0.007629207,-0.002208654,0.005008715
-0.006159844,-0.007624783,-0.002205539,0.005006217
-0.006156152,-0.00762021,-0.002202357,0.005003672
-0.006152345,-0.007615485,-0.00219911,0.005001079
-0.006148418,-0.007610602,-0.002195794,0.004998437
-0.00614437,-0.007605558,-0.00219241,0.004995746
-0.006140196,-0.007600348,-0.002188957,0.004993005
-0.006135895,-0.007594966,-0.002185434,0.004990214
-0.006131461,-0.007589409,-0.002181839,0.004987372
-0.006126893,-0.007583672,-0.002178173,0.004984479
-0.006122186,-0.007577749,-0.002174435,0.004981533
-0.006117338,-0.007571636,-0.002170622,0.004978535
-0.006112345,-0.007565327,-0.002166736,0.004975483
-0.006107202,-0.007558818,-0.002162775,0.004972377
-0.006101908,-0.007552102,-0.002158738,0.004969216
-0.006096458,-0.007545175,-0.002154624,0.004966001
-0.006090848,-0.007538031,-0.002150434,0.004962729
-0.006085075,-0.007530664,-0.002146165,0.004959402
-0.006079135,-0.00752307,-0.002141818,0.004956017
-0.006073024,-0.007515241,-0.002137391,0.004952574
-0.006066739,-0.007507174,-0.002132885,0.004949074
-0.006060275,-0.007498861,-0.002128297,0.004945515
-0.006053629,-0.007490296,-0.00212363,0.004941896
-0.006046797,-0.007481475,-0.002118879,0.004938218
-0.006039775,-0.00747239,-0.002114047,0.004934479
-0.00603256,-0.007463037,-0.002109131,0.00493068
-0.006025146,-0.007453408,-0.002104133,0.004926818
-0.00601753,-0.007443497,-0.00209905,0.004922895
-0.006009708,-0.007433299,-0.002093882,0.004918909
-0.006001676,-0.007422808,-0.00208863,0.00491486
-0.005993431,-0.007412016,-0.002083292,0.004910747
-0.005984967,-0.007400918,-0.002077869,0.00490657
-0.005976282,-0.007389507,-0.002072359,0.004902328
-0.00596737,-0.007377777,-0.002066763,0.004898021
-0.005958229,-0.007365722,-0.002061081,0.004893648
-0.005948853,-0.007353336,-0.002055311,0.004889209
-0.00593924,-0.007340611,-0.002049453,0.004884703
-0.005929385,-0.007327542,-0.002043508,0.00488013
-0.005919284,-0.007314124,-0.002037476,0.00487549
-0.005908933,-0.007300348,-0.002031355,0.004870781
-0.005898328,-0.00728621,-0.002025147,0.004866003
-0.005887466,-0.007271702,-0.002018849,0.004861157
-0.005876343,-0.00725682,-0.002012465,0.004856241
-0.005864955,-0.007241557,-0.002005991,0.004851255
-0.005853299,-0.007225906,-0.00199943,0.004846198
-0.005841369,-0.007209863,-0.00199278,0.004841071
-0.005829165,-0.007193421,-0.001986042,0.004835873
-0.00581668,-0.007176575,-0.001979216,0.004830603
-0.005803913,-0.007159318,-0.001972302,0.004825261
-0.00579086,-0.007141647,-0.001965301,0.004819847
-0.005777518,-0.007123555,-0.001958211,0.004814361
-0.005763883,-0.007105037,-0.001951035,0.004808801
-0.005749952,-0.007086088,-0.001943772,0.004803168
-0.005735723,-0.007066703,-0.001936422,0.004797462
-0.005721192,-0.007046878,-0.001928986,0.004791681
-0.005706357,-0.007026608,-0.001921463,0.004785826
-0.005691215,-0.007005888,-0.001913856,0.004779897
-0.005675763,-0.006984715,-0.001906164,0.004773893
-0.00566,-0.006963085,-0.001898388,0.004767814
-0.005643922,-0.006940993,-0.001890527,0.00476166
-0.005627528,-0.006918437,-0.001882583,0.00475543
-0.005610815,-0.006895413,-0.001874557,0.004749124
-0.005593783,-0.006871918,-0.001866449,0.004742743
-0.005576428,-0.006847949,-0.001858258,0.004736285
-0.00555875,-0.006823503,-0.001849989,0.004729751
-0.005540746,-0.00679858,-0.001841639,0.00472314
-0.005522416,-0.006773176,-0.00183321,0.004716453
-0.005503759,-0.006747289,-0.001824703,0.004709689
-0.005484774,-0.00672092,-0.001816119,0.004702848
-0.005465459,-0.006694065,-0.001807459,0.00469593
-0.005445815,-0.006666725,-0.001798724,0.004688934
-0.00542584,-0.006638899,-0.001789914,0.004681862
-0.005405535,-0.006610587,-0.00178103,0.004674712
-0.0053849,-0.006581788,-0.001772075,0.004667485
-0.005363933,-0.006552504,-0.001763049,0.004660181
-0.005342637,-0.006522735,-0.001753952,0.004652799
-0.00532101,-0.006492483,-0.001744787,0.00464534
-0.005299055,-0.006461748,-0.001735553,0.004637803
-0.005276771,-0.006430533,-0.001726254,0.004630189
-0.00525416,-0.006398839,-0.001716888,0.004622498
-0.005231222,-0.006366669,-0.00170746,0.004614729
-0.005207959,-0.006334026,-0.001697968,0.004606883
-0.005184374,-0.006300912,-0.001688415,0.004598959
-0.005160466,-0.006267332,-0.001678802,0.004590959
-0.005136239,-0.006233289,-0.00166913,0.004582881
-0.005111694,-0.006198787,-0.001659402,0.004574727
-0.005086834,-0.00616383,-0.001649617,0.004566496
-0.00506166,-0.006128424,-0.001639778,0.004558188
-0.005036177,-0.006092573,-0.001629886,0.004549804
-0.005010385,-0.006056282,-0.001619943,0.004541344
-0.004984289,-0.006019558,-0.001609949,0.004532807
-0.004957892,-0.005982406,-0.001599908,0.004524195
-0.004931196,-0.005944833,-0.001589819,0.004515507
-0.004904205,-0.005906845,-0.001579685,0.004506743
-0.004876923,-0.005868449,-0.001569508,0.004497905
-0.004849353,-0.005829651,-0.001559288,0.004488991
-0.0048215,-0.005790461,-0.001549028,0.004480003
-0.004793367,-0.005750884,-0.001538729,0.00447094
-0.004764958,-0.005710929,-0.001528393,0.004461803
-0.004736278,-0.005670604,-0.001518021,0.004452593
-0.004707332,-0.005629917,-0.001507615,0.004443309
-0.004678123,-0.005588878,-0.001497177,0.004433952
-0.004648656,-0.005547494,-0.001486709,0.004424522
-0.004618937,-0.005505774,-0.00147621,0.00441502
-0.004588969,-0.005463728,-0.001465685,0.004405446
-0.004558759,-0.005421366,-0.001455135,0.0043958
-0.004528311,-0.005378695,-0.00144456,0.004386083
-0.00449763,-0.005335727,-0.001433964,0.004376295
-0.004466721,-0.00529247,-0.001423347,0.004366437
-0.004435591,-0.005248935,-0.001412711,0.004356509
-0.004404243,-0.005205132,-0.001402057,0.004346512
-0.004372684,-0.00516107,-0.001391389,0.004336446
-0.00434092,-0.00511676,-0.001380707,0.004326311
-0.004308955,-0.005072213,-0.001370013,0.004316108
-0.004276796,-0.005027438,-0.001359308,0.004305837
-0.004244447,-0.004982445,-0.001348595,0.0042955
-0.004211916,-0.004937246,-0.001337875,0.004285096
-0.004179207,-0.00489185,-0.001327149,0.004274626
-0.004146327,-0.004846269,-0.00131642,0.004264091
-0.004113281,-0.004800511,-0.001305689,0.004253491
-0.004080074,-0.004754589,-0.001294957,0.004242826
-0.004046714,-0.004708512,-0.001284227,0.004232098
-0.004013205,-0.004662291,-0.0012735,0.004221307
-0.003979554,-0.004615937,-0.001262777,0.004210453
-0.003945765,-0.004569458,-0.001252061,0.004199537
-0.003911846,-0.004522867,-0.001241352,0.004188559
-0.003877802,-0.004476172,-0.001230652,0.004177521
-0.003843638,-0.004429385,-0.001219964,0.004166423
-0.003809361,-0.004382515,-0.001209287,0.004155266
-0.003774976,-0.004335572,-0.001198625,0.004144049
-0.003740489,-0.004288566,-0.001187978,0.004132775
-0.003705906,-0.004241508,-0.001177349,0.004121443
-0.003671231,-0.004194405,-0.001166737,0.004110054
-0.003636471,-0.004147269,-0.001156146,0.004098609
-0.003601632,-0.004100109,-0.001145576,0.004087108
-0.003566718,-0.004052933,-0.001135029,0.004075552
-0.003531735,-0.004005752,-0.001124506,0.004063943
-0.003496689,-0.003958574,-0.001114008,0.00405228
-0.003461584,-0.003911408,-0.001103538,0.004040564
-0.003426427,-0.003864263,-0.001093096,0.004028796
-0.003391222,-0.003817147,-0.001082683,0.004016978
-0.003355975,-0.003770069,-0.001072302,0.004005108
-0.00332069,-0.003723038,-0.001061952,0.003993189
-0.003285372,-0.003676061,-0.001051637,0.00398122
-0.003250027,-0.003629147,-0.001041355,0.003969203
-0.00321466,-0.003582303,-0.00103111,0.003957139
-0.003179274,-0.003535538,-0.001020902,0.003945027
-0.003143875,-0.003488858,-0.001010733,0.00393287
-0.003108468,-0.003442271,-0.001000603,0.003920667
-0.003073056,-0.003395784,-0.000990513,0.00390842
-0.003037646,-0.003349405,-0.000980465,0.003896128
-0.00300224,-0.00330314,-0.00097046,0.003883794
-0.002966843,-0.003256996,-0.000960499,0.003871417
-0.002931459,-0.003210979,-0.000950582,0.003858999
-0.002896094,-0.003165097,-0.000940712,0.00384654
-0.00286075,-0.003119355,-0.000930888,0.003834041
-0.002825432,-0.003073759,-0.000921112,0.003821503
-0.002790144,-0.003028316,-0.000911385,0.003808926
-0.002754889,-0.002983032,-0.000901707,0.003796312
-0.002719672,-0.002937911,-0.00089208,0.003783661
-0.002684496,-0.00289296,-0.000882504,0.003770973
-0.002649365,-0.002848183,-0.00087298,0.003758251
-0.002614283,-0.002803587,-0.000863509,0.003745494
-0.002579252,-0.002759177,-0.000854092,0.003732703
-0.002544278,-0.002714956,-0.00084473,0.00371988
-0.002509361,-0.002670931,-0.000835422,0.003707024
-0.002474508,-0.002627106,-0.000826171,0.003694137
-0.002439719,-0.002583486,-0.000816976,0.003681219
-0.002404999,-0.002540075,-0.000807838,0.003668272
-0.002370351,-0.002496877,-0.000798759,0.003655295
-0.002335778,-0.002453897,-0.000789738,0.003642291
-0.002301283,-0.00241114,-0.000780776,0.003629259
-0.002266869,-0.002368608,-0.000771873,0.0036162
-0.002232538,-0.002326307,-0.000763031,0.003603116
-0.002198294,-0.002284239,-0.000754249,0.003590007
-0.00216414,-0.00224241,-0.000745529,0.003576873
-0.002130077,-0.002200822,-0.00073687,0.003563716
-0.00209611,-0.002159479,-0.000728274,0.003550536
-0.00206224,-0.002118385,-0.000719739,0.003537335
-0.002028471,-0.002077543,-0.000711268,0.003524112
-0.001994804,-0.002036957,-0.00070286,0.003510869
-0.001961243,-0.00199663,-0.000694516,0.003497607
-0.00192779,-0.001956565,-0.000686236,0.003484325
-0.001894447,-0.001916766,-0.000678019,0.003471026
-0.001861217,-0.001877236,-0.000669868,0.00345771
-0.001828102,-0.001837978,-0.000661781,0.003444377
-0.001795105,-0.001798994,-0.00065376,0.003431028
-0.001762229,-0.001760289,-0.000645803,0.003417665
-0.001729474,-0.001721865,-0.000637912,0.003404287
-0.001696845,-0.001683725,-0.000630087,0.003390896
-0.001664342,-0.001645871,-0.000622328,0.003377492
-0.00163197,-0.001608308,-0.000614635,0.003364076
-0.001599728,-0.001571037,-0.000607007,0.00335065
-0.001567621,-0.001534062,-0.000599446,0.003337212
-0.001535651,-0.001497385,-0.000591952,0.003323766
-0.001503819,-0.001461009,-0.000584524,0.00331031
-0.001472128,-0.001424937,-0.000577162,0.003296846
-0.00144058,-0.001389172,-0.000569867,0.003283374
-0.001409178,-0.001353717,-0.000562638,0.003269896
-0.001377923,-0.001318574,-0.000555476,0.003256412
-0.001346819,-0.001283746,-0.00054838,0.003242922
-0.001315867,-0.001249235,-0.000541351,0.003229428
-0.00128507,-0.001215046,-0.000534388,0.00321593
-0.001254429,-0.001181179,-0.000527492,0.003202429
-0.001223949,-0.001147639,-0.000520662,0.003188926
-0.00119363,-0.001114427,-0.000513898,0.00317542
-0.001163475,-0.001081547,-0.0005072,0.003161914
-0.001133486,-0.001049002,-0.000500568,0.003148407
-0.001103667,-0.001016793,-0.000494002,0.0031349
-0.00107402,-0.000984924,-0.000487502,0.003121395
-0.001044546,-0.000953398,-0.000481067,0.003107891
-0.001015248,-0.000922217,-0.000474698,0.003094389
-0.00098613,-0.000891384,-0.000468394,0.00308089
-0.000957194,-0.000860902,-0.000462155,0.003067395
-0.000928441,-0.000830774,-0.00045598,0.003053904
-0.000899876,-0.000801003,-0.000449871,0.003040419
-0.0008715,-0.00077159,-0.000443825,0.003026938
-0.000843317,-0.00074254,-0.000437844,0.003013464
-0.000815328,-0.000713855,-0.000431926,0.002999997
-0.000787538,-0.000685538,-0.000426072,0.002986537
-0.000759949,-0.000657591,-0.000420282,0.002973086
-0.000732563,-0.000630017,-0.000414554,0.002959643
-0.000705384,-0.00060282,-0.000408889,0.002946209
-0.000678415,-0.000576001,-0.000403287,0.002932785
-0.000651659,-0.000549564,-0.000397747,0.002919372
-0.000625119,-0.000523512,-0.000392268,0.00290597
-0.000598798,-0.000497847,-0.000386851,0.00289258
-0.0005727,-0.000472572,-0.000381495,0.002879202
-0.000546827,-0.00044769,-0.0003762,0.002865837
-0.000521183,-0.000423204,-0.000370965,0.002852485
-0.000495772,-0.000399115,-0.000365791,0.002839148
-0.000470596,-0.000375427,-0.000360676,0.002825825
-0.000445661,-0.000352142,-0.00035562,0.002812517
-0.000420968,-0.000329264,-0.000350624,0.002799225
-0.000396522,-0.000306793,-0.000345686,0.002785949
-0.000372326,-0.000284734,-0.000340806,0.00277269
-0.000348384,-0.000263088,-0.000335984,0.002759448
-0.000324701,-0.000241857,-0.00033122,0.002746224
-0.000301279,-0.000221044,-0.000326512,0.002733019
-0.000278122,-0.000200651,-0.000321862,0.002719832
-0.000255236,-0.000180681,-0.000317267,0.002706665
-0.000232623,-0.000161134,-0.000312728,0.002693517
-0.000210288,-0.000142014,-0.000308244,0.00268039
-0.000188235,-0.000123322,-0.000303816,0.002667284
-0.000166468,-0.000105059,-0.000299442,0.0026542
-0.000144992,-8.72E-05,-0.000295122,0.002641137
-0.00012381,-6.98E-05,-0.000290855,0.002628096
-0.000102927,-5.29E-05,-0.000286642,0.002615079
-8.23E-05,-3.63E-05,-0.000282482,0.002602084
-6.21E-05,-2.02E-05,-0.000278374,0.002589114
-4.21E-05,-4.59E-06,-0.000274317,0.002576167
-2.25E-05,1.06E-05,-0.000270313,0.002563246
-3.15E-06,2.54E-05,-0.000266359,0.002550349
1.58E-05,3.97E-05,-0.000262455,0.002537478
3.45E-05,5.36E-05,-0.000258602,0.002524633
5.28E-05,6.71E-05,-0.000254799,0.002511814
7.08E-05,8.01E-05,-0.000251044,0.002499022
8.85E-05,9.27E-05,-0.000247339,0.002486257
0.000105791,0.00010483,-0.000243681,0.00247352
0.000122739,0.000116531,-0.000240072,0.002460811
0.000139331,0.000127794,-0.000236509,0.00244813
0.000155561,0.000138621,-0.000232994,0.002435478
0.000171425,0.000149012,-0.000229525,0.002422856
0.000186918,0.00015897,-0.000226102,0.002410263
0.000202037,0.000168496,-0.000222725,0.0023977
0.000216776,0.000177593,-0.000219392,0.002385167
0.000231132,0.000186262,-0.000216105,0.002372665
0.000245101,0.000194506,-0.000212861,0.002360193
0.000258678,0.000202329,-0.000209661,0.002347754
0.00027186,0.000209732,-0.000206505,0.002335346
0.000284642,0.000216719,-0.000203391,0.00232297
0.000297021,0.000223295,-0.000200319,0.002310626
0.000308994,0.000229462,-0.00019729,0.002298316
0.000320556,0.000235224,-0.000194301,0.002286038
0.000331704,0.000240587,-0.000191354,0.002273794
